,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note,PMID
1909,iti-007,small molecule,Aminergic ,antagonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1048,"iti-007, iti-722",schizophrenia,3,2016,recruiting,in trial,-,,
1910,iti-007,small molecule,Aminergic ,antagonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1048,"iti-007, iti-722",schizophrenia,3,2016,recruiting,in trial,-,,
1911,itopride,small molecule,Aminergic ,antagonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1049,"itopride,itax",motilitant,3,2012,completed,in trial,-,Not approved yet by FDA,17300287|16495395
1912,jnj-37822681,small molecule,Aminergic ,antagonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1054,jnj-37822681,schizophrenia,2,2013,completed,in trial,-,,
1913,jvs-100,dna plasmid,Protein,agonist,,primary,CXCR4,cxcr4_human,P61073,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,established,1056,jvs-100,cardioprotectant,2,2015,recruiting,in trial,-,,
1914,kn38-7271,small molecule,Lipid ,agonist,,primary,CNR1,cnr1_human,P21554,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,1076,"kn38-7271, BAY 7271, BAY-387271",neuroprotectant,2,2005,discontinued,in trial,-,No development reported,
1915,kn38-7271,small molecule,Lipid ,agonist,,primary,CNR2,cnr2_human,P34972,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,1076,"kn38-7271, BAY 7271, BAY-387271",neuroprotectant,2,2005,discontinued,in trial,-,No development reported,
1916,kos-2187,small molecule,Peptide,agonist,,primary,MLNR,mtlr_human,O43193,Class A (Rhodopsin),GPCR;Rhodopsin,Motilin receptors,not established,1078,kos-2187,gastrointestinal motility disorders,1,2006,discontinued,in trial,-,,
1917,kp201,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1079,kp201 (prodrug of hydrocodone),Analgesics,2,2015,completed,in trial,-,Difficult to get good clinical trial info for,
1918,kp201,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1079,kp201 (prodrug of hydrocodone),Analgesics,2,2015,completed,in trial,-,Difficult to get good clinical trial info for,
1919,kp201,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1079,kp201 (prodrug of hydrocodone),Analgesics,2,2015,completed,in trial,-,Difficult to get good clinical trial info for,
1920,kuc-7483,small molecule,Aminergic ,agonist,,primary,ADRB3,adrb3_human,P13945,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1082,"kuc-7483, Ritobegron",overactive bladder,3,2009,completed,in trial,-,"Article from 2012 suggests may be worth more research, but also possibly discontinued",
1921,ladarixin,small molecule,Protein,antagonist,,primary,CXCR1,cxcr1_human,P25024,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,ASH_Sep2016_296,ladarixin,bullous pemphigoid,2,2016,recruiting,in trial,-,,
1922,ladarixin,small molecule,Protein,antagonist,,primary,CXCR2,cxcr2_human,P25025,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,ASH_Sep2016_298,ladarixin,bullous pemphigoid,2,2016,recruiting,in trial,-,,
1923,laropiprant,small molecule,Lipid ,antagonist,,primary,PTGDR,pd2r_human,Q13258,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1300,"mk-0524a, er niacin/laropiprant,tredaptive, trevaclyn, pelzont",for counteracting niacin-induced flushing,3,2007,discontinued,in trial,-,Side effects,
1924,laropiprant,small molecule,Lipid ,antagonist,,primary,PTGDR,pd2r_human,Q13258,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1301,"mk-0542b, extended release niacin + laropiprant +simvastatin",for counteracting niacin-induced flushing,3,2007,discontinued,in trial,-,Side effects,
1925,las-100977,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1092,las-100977,Bronchodilator,2,2011,completed,in trial,-,,
1926,lasmiditan,small molecule,Aminergic ,agonist,,primary,HTR1F,5ht1f_human,P30939,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1093,"lasmiditan, col-144, ly-573144",Anti-migraine,3,2015,ongoing,in trial,-,,
1927,latanoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1436,"nova21027,catioprost",Antiglaucomic,2,2015,completed,in trial,-,,16249494|14646172|15037111|9733584|12204699|11752352
1928,latanoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAfeb2016_0059,"roclatan, rhopressa + latanoprost",Antiglaucomic,3,2017,completed,in trial,-,,16249494|14646172|15037111|9733584|12204699|11752352
1929,latanoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAmay2016_0719,"eye-d, controlled-release latanoprost insert",Antiglaucomic,1,2014,completed,in trial,-,,16249494|14646172|15037111|9733584|12204699|11752352
1930,lecozotan,small molecule,Aminergic ,antagonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_2,lecozotan,Alzheimer's disease,3,2006,discontinued,in trial,-,,
1931,lemborexant,small molecule,Peptide,antagonist,,primary,HCRTR1,ox1r_human,O43613,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,ASH_Sep2016_278,lemborexant,insomnia,2,2016,recruiting,in trial,-,,
1932,lemborexant,small molecule,Peptide,antagonist,,primary,HCRTR2,ox2r_human,O43614,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,ASH_Sep2016_280,lemborexant,insomnia,2,2016,recruiting,in trial,-,,
1933,lesogaberan,small molecule,Amino acid ,agonist,,primary,GABBR1,gabr1_human,Q9UBS5,Class C (Glutamate) ,GPCR;Glutamate,GABAB receptors,established,1108,"lesogaberan, azd-3355",gastrointestinal reflux disease,2,2016,ongoing,in trial,-,Had been discontinued since 2009 - new trial in 2016,
1934,lesogaberan,small molecule,Amino acid ,agonist,,primary,GABBR2,gabr2_human,O75899,Class C (Glutamate) ,GPCR;Glutamate,GABAB receptors,established,1108,"lesogaberan, azd-3355",gastrointestinal reflux disease,2,2016,ongoing,in trial,-,Had been discontinued since 2009 - new trial in 2016,
1935,levodopa,small molecule,Aminergic ,agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,646,dm-1992,Antiparkinson,2,2012,suspended,in trial,-,,17553470|15710490|15824260|15728856|18549347|11978145|9633680
1936,levodopa,small molecule,Aminergic ,agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,MMAmay2016_0101,"nd0612,  levodopa/carbidopa subcutaneous patch",Antiparkinson,3,2016,recruiting,in trial,-,,17553470|15710490|15824260|15728856|18549347|11978145|9633680
1937,levodopa,small molecule,Aminergic ,agonist,,primary,DRD1,drd1_human,P21728,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,646,dm-1992,Antiparkinson,2,2012,suspended,in trial,-,,18549347|11978145|9633680
1938,levodopa,small molecule,Aminergic ,agonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,646,dm-1992,Antiparkinson,2,2012,suspended,in trial,-,,18549347|11978145|9633680
1939,levodopa,small molecule,Aminergic ,agonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,646,dm-1992,Antiparkinson,2,2012,suspended,in trial,-,,18549347|11978145|9633680
1940,levodopa,small molecule,Aminergic ,agonist,,primary,DRD5,drd5_human,P21918,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,646,dm-1992,Antiparkinson,2,2012,suspended,in trial,-,,18549347|11978145|9633680
1941,levodopa,small molecule,Aminergic ,agonist,,primary,DRD1,drd1_human,P21728,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,MMAmay2016_0102,"nd0612,  levodopa/carbidopa subcutaneous patch",Antiparkinson,3,2016,recruiting,in trial,-,,18549347|11978145|9633680
1942,levodopa,small molecule,Aminergic ,agonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,MMAmay2016_0103,"nd0612,  levodopa/carbidopa subcutaneous patch",Antiparkinson,3,2016,recruiting,in trial,-,,18549347|11978145|9633680
1943,levodopa,small molecule,Aminergic ,agonist,,primary,DRD5,drd5_human,P21918,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,MMAmay2016_0104,"nd0612,  levodopa/carbidopa subcutaneous patch",Antiparkinson,3,2016,recruiting,in trial,-,,18549347|11978145|9633680
1944,levodopa,small molecule,Aminergic ,agonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,MMAmay2016_0105,"nd0612,  levodopa/carbidopa subcutaneous patch",Antiparkinson,3,2016,recruiting,in trial,-,,18549347|11978145|9633680
1945,lgd-6972,small molecule,Peptide,antagonist,,primary,GCGR,glr_human,P47871,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,MMAmay2016_0453,lgd-6972,Antidiabetic,2,2016,recruiting,in trial,-,,
1946,lixivaptan,small molecule,Peptide,antagonist,,primary,AVPR2,v2r_human,P30518,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,1157,lixivaptan,hyponatremia,3,2010,completed,in trial,-,"Some information from 2012 but does not appear to labeled discontinued, just postponed",
1947,ljpc-501,peptide,Peptide,agonist,,primary,AGTR1,agtr1_human,P30556,Class A (Rhodopsin),GPCR;Rhodopsin,Angiotensin receptors,established,MMA2015_0090,athos-3,Hepatorenal syndrome-catecholamine-resistant hypotension (CRH),3,2015,completed,in trial,-,,
1948,ljpc-501,peptide,Peptide,agonist,,primary,AGTR2,agtr2_human,P50052,Class A (Rhodopsin),GPCR;Rhodopsin,Angiotensin receptors,not established,MMA2015_0091,athos-3,Hepatorenal syndrome-catecholamine-resistant hypotension (CRH),3,2015,completed,in trial,-,,
1949,lu 02-750,unknown,Aminergic ,unknown,,primary,DRD1,drd1_human,P21728,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1170,lu 02-750,Antiparkinson,1,2009,discontinued,in trial,-,,
1950,lu 02-750,unknown,Aminergic ,unknown,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1170,lu 02-750,Antiparkinson,1,2009,discontinued,in trial,-,,
1951,lu 02-750,unknown,Aminergic ,unknown,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1170,lu 02-750,Antiparkinson,1,2009,discontinued,in trial,-,,
1952,lu 02-750,unknown,Aminergic ,unknown,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1170,lu 02-750,Antiparkinson,1,2009,discontinued,in trial,-,,
1953,lu 02-750,unknown,Aminergic ,unknown,,primary,DRD5,drd5_human,P21918,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1170,lu 02-750,Antiparkinson,1,2009,discontinued,in trial,-,,
1954,lu ae04621,unknown,Aminergic ,agonist,,primary,DRD1,drd1_human,P21728,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1175,lu ae04621,Antiparkinson,1,2016,completed,in trial,-,,
1955,lu ae04621,unknown,Aminergic ,agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1175,lu ae04621,Antiparkinson,1,2016,completed,in trial,-,,
1956,lu ae04621,unknown,Aminergic ,agonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1175,lu ae04621,Antiparkinson,1,2016,completed,in trial,-,,
1957,lu ae04621,unknown,Aminergic ,agonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1175,lu ae04621,Antiparkinson,1,2016,completed,in trial,-,,
1958,lu ae04621,unknown,Aminergic ,agonist,,primary,DRD5,drd5_human,P21918,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1175,lu ae04621,Antiparkinson,1,2016,completed,in trial,-,,
1959,lu-ae58054,small molecule,Aminergic ,antagonist,,primary,HTR6,5ht6r_human,P50406,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1177,"lu-ae58054 , ly-483518, sgs518",schizophrenia,3,2014,ongoing,in trial,-,,
1960,luteinizing hormone-releasing hormone,peptide,Peptide,antagonist,,primary,GNRHR,gnrhr_human,P30968,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,2097,"tztx-001,teverelix la",Antineoplastic,2,2005,completed,in trial,-,"Seems to be planning Phase 3, but can't find recent dated information",
1961,luteinizing hormone-releasing hormone,peptide,Peptide,antagonist,,primary,GNRHR2,gnrr2_human,Q96P88,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,2097,"tztx-001,teverelix la",Antineoplastic,2,2005,completed,in trial,-,"Seems to be planning Phase 3, but can't find recent dated information",
1962,ly2140023,small molecule,Amino acid ,agonist,,primary,GRM2,grm2_human,Q14416,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,1190,"ly2140023, Pomaglumetad methionil, LY 404039, LY 2140023",schizophrenia,3,2011,discontinued,in trial,-,Ely Lily discontinued due to lack of efficacy,
1963,ly2140023,small molecule,Amino acid ,agonist,,primary,GRM3,grm3_human,Q14832,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,1190,"ly2140023, Pomaglumetad methionil, LY 404039, LY 2140023",schizophrenia,3,2011,discontinued,in trial,-,Ely Lily discontinued due to lack of efficacy,
1964,ly2590443,small molecule,Aminergic ,antagonist,,primary,HTR7,5ht7r_human,P34969,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_46,ly2590443,Anti-migraine,2,2008,discontinued,in trial,-,,
1965,ly2881835,small molecule,Lipid ,agonist,,primary,FFAR1,ffar1_human,O14842,Class A (Rhodopsin),GPCR;Rhodopsin,Free fatty acid receptors,not established,ASH_Jul2017_01,LY2881835,Antidiabetic,1,2011,completed,in trial,-,,
1966,m0002,small molecule,Peptide,antagonist,,primary,AVPR2,v2r_human,P30518,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,1204,m0002,ascites,2,2010,discontinued,in trial,-,,
1967,macimorelin,peptide,Peptide,agonist,aezs-130,primary,GHSR,ghsr_human,Q92847,Class A (Rhodopsin),GPCR;Rhodopsin,Ghrelin receptors,not established,MMAmay2016_0080,"macimorelin,  aezs-130","growth hormone deficiency, cancer cachexia",3,2015,completed,in trial,-,Applied for fda approval in 2013 and rejected in 2014,
1968,mar701,peptide,Peptide,agonist,,primary,GIPR,gipr_human,P48546,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,not established,1217,mar701,Antidiabetic,1,2011,discontinued,in trial,-,,
1969,mar701,peptide,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,1217,mar701,Antidiabetic,1,2011,discontinued,in trial,-,,
1970,mavoglurant,small molecule,Amino acid ,antagonist,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,ASH_Sep2016_340,mavoglurant,obsessive-compulsive disorder,2,2016,recruiting,in trial,-,,
1971,mbx-2982,small molecule,Lipid ,agonist,,primary,GPR119,gp119_human,Q8TDV5,Class A (Rhodopsin),GPCR;Rhodopsin,"GPR18, GPR55 and GPR119",not established,1225,mbx-2982,Antidiabetic,2,2009,discontinued,in trial,-,,
1972,mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY1,p2ry1_human,P47900,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1",
1973,mc-1,small molecule,Orphan ,antagonist,,primary,P2RY10,p2y10_human,O00398,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1",
1974,mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY11,p2y11_human,Q96G91,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1",
1975,mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY13,p2y13_human,Q9BPV8,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1",
1976,mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY14,p2y14_human,Q15391,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1",
1977,mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY4,p2ry4_human,P51582,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1",
1978,mc-1,small molecule,Orphan ,antagonist,,primary,P2RY8,p2ry8_human,Q86VZ1,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1",
1979,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY1,p2ry1_human,P47900,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,,
1980,mc-4232 + mc-1,small molecule,Orphan ,antagonist,,primary,P2RY10,p2y10_human,O00398,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,,
1981,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY11,p2y11_human,Q96G91,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,,
1982,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,,
1983,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY13,p2y13_human,Q9BPV8,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,,
1984,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY14,p2y14_human,Q15391,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,,
1985,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY2,p2ry2_human,P41231,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,,
