,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note
2337,treprostinil,small molecule,Lipid ,agonist,,primary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,2768,"treprostinil subcutaneous/intravenous,remodulin",Antihypertensive,4,,-,approved,2002,
2338,alx1-11,protein,Peptide ,agonist,,primary,PTH1R,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,1646,preos,Anti-osteoporotic,3,2005,Completed,in trial,-,
2339,h-pth 1-34,peptide,Peptide ,partial agonist,,,PTH1R,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,2153,viaderm hpth 1-34,Anti-osteoporotic,2,2009,discontinued,in trial,-,
2340,ostabolin-c,peptide,Peptide ,agonist,,,PTH1R,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,1530,"ostabolin-c,  zt-031",Anti-osteoporotic,2,2008,discontinued,in trial,-,Change within company direction
2341,parathyroid hormone,protein,Peptide ,agonist,,primary,PTH1R,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,2012,"bn-003,capthymone,thpth",Anti-osteoporotic,4,,-,approved,2015,
2342,parathyroid hormone,protein,Peptide ,agonist,,primary,PTH1R,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,2799,"air parathyroid hormone, air pth",hypoparathyroidism,4,,-,approved,2015,
2343,PTH analog,small molecule,Peptide ,agonist,768974,primary,PTH1R,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,10,"768974, parathyroid hormone analog",Anti-osteoporotic,2,2011,discontinued,in trial,-,
2344,teriparatide,peptide,Peptide ,agonist,,primary,PTH1R,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,2252,"zt-034, teriparatide nasal spray",Anti-osteoporotic,4,,-,approved,1987,
2345,teriparatide,peptide,Peptide ,agonist,,primary,PTH1R,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,2252,"zt-034, teriparatide nasal spray",Anti-osteoporotic,4,,-,approved,1987,
2346,alx1-11,protein,Peptide ,agonist,,primary,PTH2R,pth2r_human,P49190,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,1646,preos,Anti-osteoporotic,3,2005,Completed,in trial,-,
2347,h-pth 1-34,peptide,Peptide ,partial agonist,,,PTH2R,pth2r_human,P49190,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,2153,viaderm hpth 1-34,Anti-osteoporotic,2,2009,discontinued,in trial,-,
2348,ostabolin-c,peptide,Peptide ,agonist,,,PTH2R,pth2r_human,P49190,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,1530,"ostabolin-c,  zt-031",Anti-osteoporotic,2,2008,discontinued,in trial,-,Change within company direction
2349,parathyroid hormone,protein,Peptide ,agonist,,primary,PTH2R,pth2r_human,P49190,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,2012,thpth,Anti-osteoporotic,4,,-,approved,2015,
2350,abaloparatide,peptide,Peptide,not available,,primary,PTHR1,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,ASH_Sep2016_345,"Abaloparatide, ITM-058, BA-058",Anti-osteoporotic,3,2012,Completed,in trial,-,
2351,parathyroid hormone,protein,Peptide ,agonist,,primary,PTHR1,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,MMAmay2016_0745,"natpara, npsp558, parathyroid horomone",Control hypocalcemia,4,,-,approved,2015,
2352,teriparatide,peptide,Peptide ,agonist,,primary,PTHR1,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,MMAmay2016_0763,"cp046, intranasal teriparatide",Anti-osteoporotic,4,,-,approved,1987,
2353,teriparatide,peptide,Peptide ,agonist,,primary,PTHR1,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,1983,"teriparatide, inhaled air",Anti-osteoporotic,4,,-,approved,1987,
2354,teriparatide,peptide,Peptide ,agonist,,primary,PTHR1,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,1984,"teriparatide, pth1-34 nasal spray",Anti-osteoporotic,4,,-,approved,1987,
2355,teriparatide,peptide,Peptide ,agonist,,primary,PTHR1,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,1985,"teriparatide,forteo, forsteo",Anti-osteoporotic,4,,-,approved,1987,
2356,serelaxin,peptide,Peptide ,agonist,,primary,RXFP1,rxfp1_human,Q9HBX9,Class A (Rhodopsin),GPCR;Rhodopsin,Relaxin receptors,not established,MMA_2017_003,"serelaxin, relaxin, RLX-030A, SUN-Y8002",Heart failure therapies,3,2014,Completed,in trial,-,fda refused approval
2357,serelaxin,peptide,Peptide ,agonist,,primary,RXFP2,rxfp2_human,Q8WXD0,Class A (Rhodopsin),GPCR;Rhodopsin,Relaxin receptors,not established,MMA_2017_005,"serelaxin, relaxin, RLX-030A, SUN-Y8002",Heart failure therapies,3,2014,Completed,in trial,-,fda refused approval
2358,akp-11,small molecule,Lipid ,PAM,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,MMA2016_0028,akp-11,psoriasis,1,2016,Completed,in trial,-,Australia
2359,apd334,small molecule,Lipid ,agonist,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,MMAmay2016_0282,apd334,for autoimmune disorders,2,2015,recruiting,in trial,-,
2360,asfotase alfa,enzyme,Lipid ,agonist,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,ASH_Sep2016_303,asfotase alfa,hypophosphatasia,4,,-,approved,2015,
2361,cpb-307,small molecule,Lipid ,agonist,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,MMAmar2016_0127,cpb-307,autoimmune diseases,1,2014,Completed,in trial,-,
2362,fingolimod,small molecule,Lipid ,agonist,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,794,"fingolimod, fty 720,gilenia, gilenya",Multiple Sclerosis,4,,-,approved,2010,
2363,mt-1303,small molecule,Lipid ,antagonist,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,MMAmar2016_0211,mt-1303,autoimmune diseases; Multiple Sclerosis; Crohn's disease,2,2015,Ongoing,in trial,-,
2364,ponesimod,small molecule,Lipid ,agonist,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,1630,ponesimod,Anti-inflammatory ; multiple sclerosis,3,2016,recruiting,in trial,-,
2365,rpc1063,small molecule,Lipid ,agonist,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,1790,rpc1063,Multiple Sclerosis,3,2015,recruiting,in trial,-,
2366,siponimod,small molecule,Lipid ,agonist,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,ASH_Sep2016_304,siponimod,chronic progressive multiple sclerosis,3,2014,Ongoing,in trial,-,
2367,rg1068,peptide,Peptide ,agonist,,primary,SCTR,sctr_human,P47872,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,1749,"rg1068, synthetic secretin,secreflo","autism, schizophrenia",3,2004,discontinued,in trial,-,
2368,secretin,peptide,Peptide ,agonist,,primary,SCTR,sctr_human,P47872,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,NRDD493,-,Diagnostic,4,,-,approved,2002,
2369,cur-61414,small molecule,Protein ,antagonist,,primary,SMO,smo_human,Q99835,Class F (Frizzled),GPCR;Frizzled,Frizzled,established,2823,cur-61414,Antineoplastic,1,2010,Completed,in trial,-,
2370,glasdegib,small molecule,Protein ,antagonist,,primary,SMO,smo_human,Q99835,Class F (Frizzled),GPCR;Frizzled,Frizzled,established,ASH_Sep2016_343,glasdegib,Antineoplastic,2,2016,Completed,in trial,-,
2371,ipi-926,small molecule,Protein ,antagonist,,primary,SMO,smo_human,Q99835,Class F (Frizzled),GPCR;Frizzled,Frizzled,established,2824,"ipi-926, Patidegib",Antineoplastic,2,2016,recruiting,in trial,-,Continual inhibition as mode of action
2372,itraconazole,small molecule,Protein ,antagonist,,primary,SMO,smo_human,Q99835,Class F (Frizzled),GPCR;Frizzled,Frizzled,established,MMAmar2016_0140,suba-itraconazole,Antineoplastic,4,,-,approved,1992,
2373,sonidegib,small molecule,Protein ,antagonist,,primary,SMO,smo_human,Q99835,Class F (Frizzled),GPCR;Frizzled,Frizzled,established,1101,lde225,Antineoplastic,4,,-,approved,2015,
2374,tak-441,small molecule,Protein ,antagonist,,primary,SMO,smo_human,Q99835,Class F (Frizzled),GPCR;Frizzled,Frizzled,established,ASH_Sep2016_344,tak-441,basal cell carcinoma,1,2010,discontinued,in trial,-,
2375,taladegib,small molecule,Protein ,antagonist,ly2940680,primary,SMO,smo_human,Q99835,Class F (Frizzled),GPCR;Frizzled,Frizzled,established,MMAmar2016_0177,"taladegib, ly2940680",Antineoplastic,2,2015,recruiting,in trial,-,
2376,vismodegib,small molecule,Protein ,antagonist,,primary,SMO,smo_human,Q99835,Class F (Frizzled),GPCR;Frizzled,Frizzled,established,2822,"gdc-0449, hedgehog pathway inhibitor",Antineoplastic,4,,-,approved,2012,
2377,dg3173,small molecule,Peptide ,agonist,,secondary,SSTR1,ssr1_human,P30872,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,632,dg3173,hormone replacement,2,2014,Ongoing,in trial,-,
2378,lanreotide,small molecule,Peptide ,agonist,,primary,SSTR1,ssr1_human,P30872,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,1088,"lanreotide ,somatuline autogel, somatuline depot",acromegaly,4,,-,approved,2001,
2379,octreotide,peptide,Peptide ,agonist,,primary,SSTR1,ssr1_human,P30872,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,1508,"oral octreotide actetate ,octreolin",Antihypertensive,4,,-,approved,1988,
2380,octreotide,peptide,Peptide ,agonist,,primary,SSTR1,ssr1_human,P30872,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,421,cam-2029,Antineoplastic,4,,-,approved,1988,
2381,octreotide,peptide,Peptide ,agonist,,primary,SSTR1,ssr1_human,P30872,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,981,"injectable octreotide acetate,sandostatin lar",Antineoplastic,4,,-,approved,1988,
2382,octreotide,peptide,Peptide ,agonist,,primary,SSTR1,ssr1_human,P30872,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,1470,"octrotide,atrigel",Antineoplastic,4,,-,approved,1988,
2383,pasireotide,peptide,Peptide ,agonist,,primary,SSTR1,ssr1_human,P30872,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,1567,"pasireotide, som230",Antineoplastic ; acromegaly,4,,-,approved,2012,
2384,yttrium-90 edotreotide,peptide,Peptide ,antagonist,,primary,SSTR1,ssr1_human,P30872,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,2232,"yttrium-90 edotreotide,onalta",Antineoplastic,2,2010,Not open yet,in trial,-,Issue with drug not being available
2385,bim23a760,small molecule,Peptide ,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,358,bim23a760,Antineoplastic ; treatment for acromegaly,2,2009,discontinued,in trial,-,
2386,dg3173,small molecule,Peptide ,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,632,dg3173,hormone replacement,2,2014,Ongoing,in trial,-,
2387,fx125l,small molecule,Peptide ,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,831,fx125l,Anti-Asthmatic,1,2009,Completed,in trial,-,Great Britain
2388,lanreotide,protein,Peptide ,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,ASH_Sep2016_283,lanreotide,Antineoplastic,4,,-,approved,2001,
2389,octreotide,peptide,Peptide ,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,1509,"oral octreotide actetate,octreolin",Antihypertensive,4,,-,approved,1988,
2390,octreotide,peptide,Peptide ,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,421,cam-2029,Antineoplastic,4,,-,approved,1988,
2391,octreotide,peptide,Peptide ,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,981,"injectable octreotide acetate,sandostatin lar",Antineoplastic,4,,-,approved,1988,
2392,octreotide,peptide,Peptide ,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,1470,"octrotide,atrigel",Antineoplastic,4,,-,approved,1988,
2393,p2045,peptide,Peptide ,agonist,188re-p2045,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,MMAmay2016_0746,"p2045, 188re-p2045",Antineoplastic,1,2014,withdrawn,in trial,-,Withdrawn due to PI left study institution; had 10 year break in research
2394,pasireotide,peptide,Peptide ,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,1567,"pasireotide, som230",Antineoplastic ; acromegaly,4,,-,approved,2012,
2395,vapreotide,small molecule,Peptide ,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,2124,"vapreotide, debio 8609,sanvar, docrised",liver cirrhosis-related variceal bleeding,4,,-,approved,-,
2396,yttrium-90 edotreotide,peptide,Peptide ,antagonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,2232,"yttrium-90 edotreotide,onalta",Antineoplastic,2,2010,Not open yet,in trial,-,Issue with drug not being available
2397,octreotide,protein,Peptide ,agonist,,primary,SSTR3,ssr3_human,P32745,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,ASH_Sep2016_284,octreotide,growth hormone excess,4,,-,approved,1988,
2398,pasireotide,peptide,Peptide ,agonist,,primary,SSTR3,ssr3_human,P32745,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,1567,"pasireotide, som230",Antineoplastic ; acromegaly,4,,-,approved,2012,
2399,dg3173,small molecule,Peptide ,agonist,,primary,SSTR4,ssr4_human,P31391,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,632,dg3173,hormone replacement,2,2014,Ongoing,in trial,-,
2400,octreotide,protein,Peptide ,agonist,,primary,SSTR4,ssr4_human,P31391,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,ASH_Sep2016_285,octreotide,growth hormone excess,4,,-,approved,1988,
2401,bim23a760,small molecule,Peptide ,agonist,,primary,SSTR5,ssr5_human,P35346,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,358,bim23a760,Antineoplastic ; treatment for acromegaly,2,2009,discontinued,in trial,-,
2402,dg3173,small molecule,Peptide ,agonist,,primary,SSTR5,ssr5_human,P35346,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,632,dg3173,hormone replacement,2,2014,Ongoing,in trial,-,
2403,lanreotide,small molecule,Peptide ,agonist,,primary,SSTR5,ssr5_human,P35346,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,1089,"lanreotide,somatuline autogel, somatuline depot",acromegaly,4,,-,approved,2001,
2404,octreotide,peptide,Peptide ,agonist,,primary,SSTR5,ssr5_human,P35346,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,1509,"oral octreotide actetate,octreolin",Antihypertensive,4,,-,approved,1988,
2405,octreotide,peptide,Peptide ,agonist,,primary,SSTR5,ssr5_human,P35346,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,421,cam-2029,Antineoplastic,4,,-,approved,1988,
2406,octreotide,peptide,Peptide ,agonist,,primary,SSTR5,ssr5_human,P35346,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,981,"injectable octreotide acetate,sandostatin lar",Antineoplastic,4,,-,approved,1988,
2407,octreotide,peptide,Peptide ,agonist,,primary,SSTR5,ssr5_human,P35346,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,1470,"octrotide,atrigel",Antineoplastic,4,,-,approved,1988,
2408,pasireotide,peptide,Peptide ,agonist,,primary,SSTR5,ssr5_human,P35346,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,1567,"pasireotide, som230",Antineoplastic ; acromegaly,4,,-,approved,2012,
2409,vapreotide,small molecule,Peptide ,agonist,,primary,SSTR5,ssr5_human,P35346,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,2124,"vapreotide, debio 8609,sanvar, docrised",liver cirrhosis-related variceal bleeding,4,,-,approved,-,
2410,yttrium-90 edotreotide,peptide,Peptide ,antagonist,,primary,SSTR5,ssr5_human,P35346,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,2232,"yttrium-90 edotreotide,onalta",Antineoplastic,2,2010,Not open yet,in trial,-,Issue with drug not being available
2411,amphetamine,small molecule,Aminergic ,agonist,,primary,TAAR1,taar1_human,Q96RJ0,Class A (Rhodopsin),GPCR;Rhodopsin,Trace amine receptors,established,413,"c105, levo-amphetamine sulfate",cognitive dysfunction; ADHD,2,2008,Completed,in trial,-,
2412,amphetamine,small molecule,Aminergic ,agonist,,primary,TAAR1,taar1_human,Q96RJ0,Class A (Rhodopsin),GPCR;Rhodopsin,Trace amine receptors,established,MMAmay2016_0357,d-amphetamine transdermal system (d-ats),cognitive dysfunction; ADHD,2,2012,Completed,in trial,-,
2413,amphetamine,small molecule,Aminergic ,agonist,,primary,TAAR1,taar1_human,Q96RJ0,Class A (Rhodopsin),GPCR;Rhodopsin,Trace amine receptors,established,MMAmay2016_0658,"hld-100, reformulated amphetamine",cognitive dysfunction; ADHD,2,2017,Ongoing,in trial,-,
2414,amphetamine,small molecule,Aminergic ,agonist,,primary,TAAR1,taar1_human,Q96RJ0,Class A (Rhodopsin),GPCR;Rhodopsin,Trace amine receptors,established,1862,"sli 381, spd 465,adderall, adderall xr, adderall ir",cognitive dysfunction; ADHD,4,,-,approved,1996,
2415,methamphetamine,small molecule,Aminergic ,agonist,,primary,TAAR1,taar1_human,Q96RJ0,Class A (Rhodopsin),GPCR;Rhodopsin,Trace amine receptors,established,1167,low dose intravenous methamphetamine,neuroprotectant,4,,-,approved,1943,
2416,aprepitant,small molecule,Peptide ,antagonist,,primary,TACR1,nk1r_human,P25103,Class A (Rhodopsin),GPCR;Rhodopsin,Tachykinin receptors,established,209,"aprepitant, mk-869, fosaprepitant dimeglumine, mk-0517,emend",Antiemetics,4,,-,approved,2003,
2417,av608,small molecule,Peptide ,antagonist,,primary,TACR1,nk1r_human,P25103,Class A (Rhodopsin),GPCR;Rhodopsin,Tachykinin receptors,established,278,av608,Anti-depressant; irritable bowel syndrome; antispasmodic,2,2006,discontinued,in trial,-,
2418,casopitant,small molecule,Peptide ,antagonist,,primary,TACR1,nk1r_human,P25103,Class A (Rhodopsin),GPCR;Rhodopsin,Tachykinin receptors,established,436,"casopitant mesilate, 679769,rezonic, zunrisa",Antiemetics,3,2009,discontinued,in trial,-,discontinued due to safety data
2419,homspera,protein,Peptide ,agonist,,primary,TACR1,nk1r_human,P25103,Class A (Rhodopsin),GPCR;Rhodopsin,Tachykinin receptors,established,1907,"substance p,homspera, radilex, viprovex",idiopathic pulmonary fibrosis,1,2011,Ongoing,in trial,-,
2420,netupitant,small molecule,Peptide ,antagonist,,primary,TACR1,nk1r_human,P25103,Class A (Rhodopsin),GPCR;Rhodopsin,Tachykinin receptors,established,MMAmay2016_0499,netupitant + palonosetron,Antiemetics,4,,-,approved,2014,
2421,orvepitant,small molecule,Peptide ,antagonist,,primary,TACR1,nk1r_human,P25103,Class A (Rhodopsin),GPCR;Rhodopsin,Tachykinin receptors,established,ASH_Sep2016_287,orvepitant,unipolar depression,2,2016,Not open yet,in trial,-,Trials had been terminated in 2009 due to assessment of isolated events of seizure during program
2422,rolapitant,small molecule,Peptide ,antagonist,,primary,TACR1,nk1r_human,P25103,Class A (Rhodopsin),GPCR;Rhodopsin,Tachykinin receptors,established,MMAmay2016_0753,"sch 619734, rolapitant",Antiemetics,4,,-,approved,2015,
2423,tradipitant,small molecule,Peptide ,antagonist,,primary,TACR1,nk1r_human,P25103,Class A (Rhodopsin),GPCR;Rhodopsin,Tachykinin receptors,established,ASH_Sep2016_286,tradipitant,alcohol dependence,2,2016,recruiting,in trial,-,
