,Approval,Class,Drug Class,Drug Name,EntryName,Gene,YearIuphar,Year FDA,INDEX,Indication(s),LigandType,Phase,Status,Subfamily,Target class,Target_novelty,Trial name,Uniprot
2306,1976,Class A (Rhodopsin),small molecule,danazol,gnrr2_human,GNRHR2,-,1976,NRDD139,Antiendometriosis; Antineoplastic,Peptide ,,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,-,Q96P88
2307,0,Class A (Rhodopsin),small molecule,ngd-4715,mchr1_human,MCHR1,-,-,1408,Appetite suppressant,Peptide ,,in trial,Melanin-concentrating hormone,GPCR;Rhodopsin,not established,ngd-4715,Q99705
2308,0,Class A (Rhodopsin),protein,modimelanotide,mshr_human,MC1R,-,-,ASH_Sep2016_259,acute kidney injury,Peptide ,2.0,Phase II,Melanocortin receptors,GPCR;Rhodopsin,not established,modimelanotide,Q01726
2309,1955,Class A (Rhodopsin),protein,corticotropin,acthr_human,MC2R,1955,1950,NRDD127,Diagnostic,Peptide ,,approved,Melanocortin receptors,GPCR;Rhodopsin,established,-,Q01718
2310,0,Class A (Rhodopsin),protein,bremelanotide,mc3r_human,MC3R,-,-,ASH_Sep2016_260,sexual dysfunction,Peptide ,3.0,Phase III,Melanocortin receptors,GPCR;Rhodopsin,not established,bremelanotide,P41968
2311,0,Class A (Rhodopsin),protein,modimelanotide,mc3r_human,MC3R,-,-,ASH_Sep2016_261,acute kidney injury,Peptide ,2.0,Phase II,Melanocortin receptors,GPCR;Rhodopsin,not established,modimelanotide,P41968
2312,0,Class A (Rhodopsin),small molecule,ap-1034,mc4r_human,MC4R,-,-,189,Anti-obesity,Peptide ,,in trial,Melanocortin receptors,GPCR;Rhodopsin,not established,ap1030,P32245
2313,0,Class A (Rhodopsin),peptide,ap214,mc5r_human,MC5R,-,-,2538,post-surgical kidney injury,Peptide ,,in trial,Melanocortin receptors,GPCR;Rhodopsin,not established,ap214,P33032
2314,0,Class A (Rhodopsin),small molecule,camicinal,mtlr_human,MLNR,-,-,ASH_Sep2016_262,gastroparesis,Peptide ,2.0,Phase II,Motilin receptors,GPCR;Rhodopsin,not established,camicinal,O43193
2315,0,Class A (Rhodopsin),small molecule,obinepitide,npy2r_human,NPY2R,-,-,2027,Anti-obesity,Peptide ,,in trial,Neuropeptide Y receptors,GPCR;Rhodopsin,not established,"tm30338,obinepitide",P49146
2316,0,Class A (Rhodopsin),small molecule,obinepitide,npy4r_human,PPYR1,-,-,2027,Anti-obesity,Peptide ,,in trial,Neuropeptide Y receptors,GPCR;Rhodopsin,not established,"tm30338,obinepitide",P50391
2317,0,Class A (Rhodopsin),small molecule,velneperit,npy5r_human,NPY5R,-,-,2144,Anti-obesity,Peptide ,,in trial,Neuropeptide Y receptors,GPCR;Rhodopsin,not established,"velneperit, s-2367",Q15761
2318,0,Class A (Rhodopsin),small molecule,odelepran,oprd_human,OPRD1,-,-,ASH_Sep2016_263,alcohol dependence,Peptide ,2.0,Phase II,Opioid receptors,GPCR;Rhodopsin,established,odelepran,P41143
2319,0,Class A (Rhodopsin),small molecule,cebranopadol,oprd_human,OPRD1,-,-,ASH_Sep2016_264,diabetic neuropathy,Peptide ,3.0,Phase III,Opioid receptors,GPCR;Rhodopsin,established,cebranopadol,P41143
2320,2013,Class A (Rhodopsin),small molecule,hydrocodone,oprk_human,OPRK1,2013,-,ASH_Sep2016_265,Analgesics,Peptide ,4.0,approved,Opioid receptors,GPCR;Rhodopsin,established,hydrocodone,P41145
2321,1959,Class A (Rhodopsin),small molecule,oxymorphone,oprk_human,OPRK1,1959,-,ASH_Sep2016_266,opiate dependence,Peptide ,4.0,approved,Opioid receptors,GPCR;Rhodopsin,established,oxymorphone,P41145
2322,0,Class A (Rhodopsin),small molecule,cebranopadol,oprk_human,OPRK1,-,-,ASH_Sep2016_267,diabetic neuropathy,Peptide ,3.0,Phase III,Opioid receptors,GPCR;Rhodopsin,established,cebranopadol,P41145
2323,0,Class A (Rhodopsin),small molecule,odelepran,oprk_human,OPRK1,-,-,ASH_Sep2016_268,alcohol dependence,Peptide ,2.0,Phase II,Opioid receptors,GPCR;Rhodopsin,established,odelepran,P41145
2324,1958,Class A (Rhodopsin),small molecule,dihydrocodeine,oprm_human,OPRM1,1958,-,ASH_Sep2016_269,Analgesics,Peptide ,4.0,approved,Opioid receptors,GPCR;Rhodopsin,established,dihydrocodeine,P35372
2325,1942,Class A (Rhodopsin),small molecule,meperidine,oprm_human,OPRM1,-,1942,ASH_Sep2016_270,Analgesics,Peptide ,4.0,approved,Opioid receptors,GPCR;Rhodopsin,established,meperidine,P35372
2326,1978,Class A (Rhodopsin),small molecule,difenoxin,oprm_human,OPRM1,1978,-,ASH_Sep2016_271,recurrent infection of the gastrointestinal tract,Peptide ,4.0,approved,Opioid receptors,GPCR;Rhodopsin,established,difenoxin,P35372
2327,0,Class A (Rhodopsin),small molecule,axelopran,oprm_human,OPRM1,-,-,ASH_Sep2016_272,constipation,Peptide ,2.0,Phase II,Opioid receptors,GPCR;Rhodopsin,established,axelopran,P35372
2328,0,Class A (Rhodopsin),small molecule,cebranopadol,oprm_human,OPRM1,-,-,ASH_Sep2016_273,"osteoarthritis, knee",Peptide ,3.0,Phase III,Opioid receptors,GPCR;Rhodopsin,established,cebranopadol,P35372
2329,0,Class A (Rhodopsin),small molecule,methylsamidorphan,oprm_human,OPRM1,-,-,ASH_Sep2016_274,constipation,Peptide ,2.0,Phase II,Opioid receptors,GPCR;Rhodopsin,established,methylsamidorphan,P35372
2330,0,Class A (Rhodopsin),small molecule,odelepran,oprm_human,OPRM1,-,-,ASH_Sep2016_275,alcohol dependence,Peptide ,2.0,Phase II,Opioid receptors,GPCR;Rhodopsin,established,odelepran,P35372
2331,0,Class A (Rhodopsin),small molecule,cebranopadol,oprx_human,OPRL1,-,-,ASH_Sep2016_276,Analgesics,Peptide ,3.0,Phase III,Opioid receptors,GPCR;Rhodopsin,not established,cebranopadol,P41146
2332,0,Class A (Rhodopsin),small molecule,sb-649868,ox1r_human,HCRTR1,-,-,ASH_Sep2016_277,insomnia,Peptide ,2.0,Phase II,Orexin receptors,GPCR;Rhodopsin,established,sb-649868,O43613
2333,0,Class A (Rhodopsin),small molecule,lemborexant,ox1r_human,HCRTR1,-,-,ASH_Sep2016_278,insomnia,Peptide ,2.0,Phase II,Orexin receptors,GPCR;Rhodopsin,established,lemborexant,O43613
2334,0,Class A (Rhodopsin),small molecule,sb-649868,ox2r_human,HCRTR2,-,-,ASH_Sep2016_279,insomnia,Peptide ,2.0,Phase II,Orexin receptors,GPCR;Rhodopsin,established,sb-649868,O43614
2335,0,Class A (Rhodopsin),small molecule,lemborexant,ox2r_human,HCRTR2,-,-,ASH_Sep2016_280,insomnia,Peptide ,2.0,Phase II,Orexin receptors,GPCR;Rhodopsin,established,lemborexant,O43614
2336,0,Class A (Rhodopsin),small molecule,rigosertib,par1_human,F2R,-,-,ASH_Sep2016_281,refractory anemia with excess blasts,Peptide ,3.0,Phase III,Proteinase-activated receptors,GPCR;Rhodopsin,established,rigosertib,P25116
2337,0,Class A (Rhodopsin),small molecule,atopaxar,par1_human,F2R,-,-,ASH_Sep2016_282,acute coronary syndrome,Peptide ,2.0,Phase II,Proteinase-activated receptors,GPCR;Rhodopsin,established,atopaxar,P25116
2338,0,Class A (Rhodopsin),peptide,rusalatide,par3_human,F2RL2,-,-,2048,diabetic foot ulcers,Peptide ,,in trial,Proteinase-activated receptors,GPCR;Rhodopsin,established,"tp-508,chrysalin",O00254
2339,0,Class A (Rhodopsin),peptide,rusalatide,par4_human,F2RL3,-,-,2048,diabetic foot ulcers,Peptide ,,in trial,Proteinase-activated receptors,GPCR;Rhodopsin,established,"tp-508,chrysalin",Q96RI0
2340,0,Class A (Rhodopsin),small molecule,dg3173,ssr1_human,SSTR1,-,-,632,hormone replacement,Peptide ,,in trial,Somatostatin receptors,GPCR;Rhodopsin,established,dg3173,P30872
2341,2001,Class A (Rhodopsin),protein,lanreotide,ssr2_human,SSTR2,20012007,2007,ASH_Sep2016_283,Antineoplastic,Peptide ,4.0,approved,Somatostatin receptors,GPCR;Rhodopsin,established,lanreotide,P30874
2342,1988,Class A (Rhodopsin),protein,octreotide,ssr3_human,SSTR3,1988,1988,ASH_Sep2016_284,growth hormone excess,Peptide ,4.0,approved,Somatostatin receptors,GPCR;Rhodopsin,established,octreotide,P32745
2343,1988,Class A (Rhodopsin),protein,octreotide,ssr4_human,SSTR4,1988,1988,ASH_Sep2016_285,growth hormone excess,Peptide ,4.0,approved,Somatostatin receptors,GPCR;Rhodopsin,established,octreotide,P31391
2344,0,Class A (Rhodopsin),small molecule,bim23a760,ssr5_human,SSTR5,-,-,358,Antineoplastic ; treatment for acromegaly,Peptide ,,in trial,Somatostatin receptors,GPCR;Rhodopsin,established,bim23a760,P35346
2345,0,Class A (Rhodopsin),small molecule,tradipitant,nk1r_human,TACR1,-,-,ASH_Sep2016_286,alcohol dependence,Peptide ,2.0,Phase II,Tachykinin receptors,GPCR;Rhodopsin,established,tradipitant,P25103
2346,0,Class A (Rhodopsin),small molecule,orvepitant,nk1r_human,TACR1,-,-,ASH_Sep2016_287,unipolar depression,Peptide ,2.0,Phase II,Tachykinin receptors,GPCR;Rhodopsin,established,orvepitant,P25103
2347,0,Class A (Rhodopsin),small molecule,saredutant,nk2r_human,TACR2,-,-,1810,Anti-depressant,Peptide ,,in trial,Tachykinin receptors,GPCR;Rhodopsin,not established,"saredutant, sr 48968",P21452
2348,0,Class A (Rhodopsin),small molecule,"mle4901,  azd4901",nk3r_human,TACR3,-,-,MMAapril2016_0263,for Polycystic Ovarian Syndrome,Peptide ,,in trial,Tachykinin receptors,GPCR;Rhodopsin,not established,"mle4901,  azd4901",P29371
2349,0,Class A (Rhodopsin),protein,selepressin,v1ar_human,AVPR1A,-,-,ASH_Sep2016_288,septic shock,Peptide ,2.0,Phase II,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,selepressin,P37288
2350,1978,Class A (Rhodopsin),peptide,desmopressin,v1br_human,AVPR1B,-,1978,1537,incontinence,Peptide ,,approved,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,"ox 19, sublingual desmopressin",P47901
2351,2005,Class A (Rhodopsin),small molecule,conivaptan,v2r_human,AVPR2,2005,2005,519,hyponatremia,Peptide ,,approved,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,"conivaptan, ym-087,vaprisol",P30518
2352,0,Class A (Rhodopsin),small molecule,retosiban,oxyr_human,OXTR,-,-,ASH_Sep2016_289,premature birth,Peptide ,3.0,Phase III,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,retosiban,P30559
2353,0,Class A (Rhodopsin),protein,barusiban,oxyr_human,OXTR,-,-,ASH_Sep2016_290,infertility,Peptide ,2.0,Phase II,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,barusiban,P30559
2354,0,Class A (Rhodopsin),small molecule,epelsiban,oxyr_human,OXTR,-,-,ASH_Sep2016_291,premature ejaculation,Peptide ,2.0,Phase II,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,epelsiban,P30559
2355,0,Class A (Rhodopsin),small molecule,ccx832,cml1_human,CMKLR1,-,-,451,Anti-inflammatory ; for treatment for autoimmune disease,Protein ,,in trial,Chemerin receptor,GPCR;Rhodopsin,not established,ccx832,Q99788
2356,0,Class A (Rhodopsin),small molecule,ccx354,ccr1_human,CCR1,-,-,450,Anti-inflammatory ; DMARD,Protein ,,in trial,Chemokine receptors,GPCR;Rhodopsin,not established,ccx354,P32246
2357,0,Class A (Rhodopsin),small molecule,cenicriviroc,ccr2_human,CCR2,-,-,ASH_Sep2016_292,antiviral ; HIV,Protein ,2.0,Phase II,Chemokine receptors,GPCR;Rhodopsin,not established,cenicriviroc,P41597
2358,0,Class A (Rhodopsin),antisense oligo,tpi-asm8,ccr3_human,CCR3,-,-,2049,Anti-Asthmatic,Protein ,,in trial,Chemokine receptors,GPCR;Rhodopsin,not established,tpi-asm8,P51677
2359,2012,Class A (Rhodopsin),antibody,mogamulizumab,ccr4_human,CCR4,2014,-,MMAjun2016_0001,Antineoplastic,Protein ,,in trial,Chemokine receptors,GPCR;Rhodopsin,not established,mogamulizumab,P51679
2360,0,Class A (Rhodopsin),small molecule,cenicriviroc,ccr5_human,CCR5,-,-,ASH_Sep2016_293,antiviral ; HIV,Protein ,2.0,Phase II,Chemokine receptors,GPCR;Rhodopsin,established,cenicriviroc,P51681
2361,0,Class A (Rhodopsin),small molecule,vercirnon,ccr9_human,CCR9,-,-,ASH_Sep2016_294,crohn's disease,Protein ,3.0,Phase III,Chemokine receptors,GPCR;Rhodopsin,not established,vercirnon,P51686
2362,0,Class A (Rhodopsin),small molecule,navarixin,cxcr1_human,CXCR1,-,-,ASH_Sep2016_295,chronic obstructive pulmonary disease (COPD),Protein ,2.0,Phase II,Chemokine receptors,GPCR;Rhodopsin,not established,navarixin,P25024
2363,0,Class A (Rhodopsin),small molecule,ladarixin,cxcr1_human,CXCR1,-,-,ASH_Sep2016_296,bullous pemphigoid,Protein ,2.0,Phase II,Chemokine receptors,GPCR;Rhodopsin,not established,ladarixin,P25024
2364,0,Class A (Rhodopsin),small molecule,danirixin,cxcr2_human,CXCR2,-,-,ASH_Sep2016_297,chronic obstructive pulmonary disease (COPD),Protein ,2.0,Phase II,Chemokine receptors,GPCR;Rhodopsin,not established,danirixin,P25025
2365,0,Class A (Rhodopsin),small molecule,ladarixin,cxcr2_human,CXCR2,-,-,ASH_Sep2016_298,bullous pemphigoid,Protein ,2.0,Phase II,Chemokine receptors,GPCR;Rhodopsin,not established,ladarixin,P25025
2366,0,Class A (Rhodopsin),small molecule,navarixin,cxcr2_human,CXCR2,-,-,ASH_Sep2016_299,chronic obstructive pulmonary disease (COPD),Protein ,2.0,Phase II,Chemokine receptors,GPCR;Rhodopsin,not established,navarixin,P25025
2367,0,Class A (Rhodopsin),small molecule,elubrixin,cxcr2_human,CXCR2,-,-,ASH_Sep2016_300,ulcerative colitis,Protein ,2.0,Phase II,Chemokine receptors,GPCR;Rhodopsin,not established,elubrixin,P25025
2368,0,Class A (Rhodopsin),antibody,"alx- 0651, biparatopic nanobody",cxcr4_human,CXCR4,-,-,MMAmay2016_0267,Antineoplastic,Protein ,,in trial,Chemokine receptors,GPCR;Rhodopsin,established,"alx- 0651, biparatopic nanobody",P61073
2369,2000,Class A (Rhodopsin),protein,choriogonadotropin alfa,fshr_human,FSHR,-,-,NRDD099,Fertility,Protein ,,approved,Glycoprotein hormone receptors,GPCR;Rhodopsin,established,-,P23945
2370,0,Class A (Rhodopsin),protein,"gonadotropin, chorionic",lshr_human,LHCGR,-,-,ASH_Sep2016_301,infertility,Protein ,4.0,Phase IV,Glycoprotein hormone receptors,GPCR;Rhodopsin,established,"gonadotropin, chorionic",P22888
2371,1998,Class A (Rhodopsin),protein,thyrotropin alfa,tshr_human,TSHR,-,1998,NRDD522,Diagnostic,Protein ,,approved,Glycoprotein hormone receptors,GPCR;Rhodopsin,established,-,P16473
2372,0,Class A (Rhodopsin),small molecule,"tak-875, fasiglifam",ffar1_human,FFAR1,-,-,MMAmay2016_0580,Antidiabetic,Lipid ,,in trial,Free fatty acid receptors,GPCR;Rhodopsin,not established,"tak-875, fasiglifam",O14842
2373,0,Class A (Rhodopsin),small molecule,glpg0974,ffar2_human,FFAR2,-,-,MMAmay2016_0156,Anti-inflammatory ; neutrophil driven inflammation; ulcerative colitis,Lipid ,,in trial,Free fatty acid receptors,GPCR;Rhodopsin,not established,glpg0974,O15552
2374,0,Class A (Rhodopsin),small molecule,amelubant,lt4r1_human,BLT1,-,-,ASH_Sep2016_302,chronic obstructive pulmonary disease (COPD),Lipid ,2.0,Phase II,Leukotriene receptors,GPCR;Rhodopsin,not established,amelubant,Q15722
2375,0,Class A (Rhodopsin),small molecule,cinalukast,cltr1_human,CYSLTR1,-,-,NRDD106,Anti-Asthmatic,Lipid ,,in trial,Leukotriene receptors,GPCR;Rhodopsin,established,-,Q9Y271
2376,0,Class A (Rhodopsin),small molecule,am-152,lpar1_human,LPAR1,-,-,144,Anti-inflammatory ; antifibrotic,Lipid ,,in trial,Lysophospholipid (LPA) receptors,GPCR;Rhodopsin,not established,am-152,Q92633
2377,0,Class A (Rhodopsin),small molecule,mc-1,lpar4_human,LPAR4,-,-,1227,cardioprotectant,Lipid ,,in trial,Lysophospholipid (LPA) receptors,GPCR;Rhodopsin,not established,mc-4232,Q99677
2378,0,Class A (Rhodopsin),small molecule,mc-1,lpar6_human,LPAR6,-,-,1227,cardioprotectant,Lipid ,,in trial,Lysophospholipid (LPA) receptors,GPCR;Rhodopsin,not established,mc-4232,P43657
2379,0,Class A (Rhodopsin),enzyme,asfotase alfa,s1pr1_human,S1PR1,-,-,ASH_Sep2016_303,hypophosphatasia,Lipid ,4.0,Phase IV,Lysophospholipid (S1P) receptors,GPCR;Rhodopsin,established,asfotase alfa,P21453
2380,0,Class A (Rhodopsin),small molecule,siponimod,s1pr1_human,S1PR1,-,-,ASH_Sep2016_304,chronic progressive multiple sclerosis,Lipid ,3.0,Phase III,Lysophospholipid (S1P) receptors,GPCR;Rhodopsin,established,siponimod,P21453
2381,0,Class A (Rhodopsin),small molecule,ibipinabant,cnr1_human,CNR1,-,-,ASH_Sep2016_305,Antidiabetic,Lipid ,2.0,Phase II,Cannabinoid receptors,GPCR;Rhodopsin,established,ibipinabant,P21554
2382,0,Class A (Rhodopsin),small molecule,drinabant,cnr1_human,CNR1,-,-,ASH_Sep2016_306,schizophrenia,Lipid ,2.0,Phase II,Cannabinoid receptors,GPCR;Rhodopsin,established,drinabant,P21554
2383,0,Class A (Rhodopsin),small molecule,ajulemic acid,cnr2_human,CNR2,-,-,2361,Analgesics;neuropathic pain,Lipid ,,in trial,Cannabinoid receptors,GPCR;Rhodopsin,established,"ip 751, ct-3",P34972
2384,0,Class A (Rhodopsin),small molecule,vsn16r,gpr55_human,GPR55,-,-,MMAmay2016_0803,Antispasmodics;  for spatisity related to multiple sclerosis,Lipid ,,in trial,"GPR18, GPR55 and GPR119",GPCR;Rhodopsin,not established,vsn16r,Q9Y2T6
2385,0,Class A (Rhodopsin),small molecule,apd597,gp119_human,GPR119,-,-,2469,Antidiabetic,Lipid ,,in trial,"GPR18, GPR55 and GPR119",GPCR;Rhodopsin,not established,apd597,Q8TDV5
2386,0,Class A (Rhodopsin),small molecule,vidupiprant,pd2r_human,PTGDR,-,-,ASH_Sep2016_307,Anti-Asthmatic,Lipid ,2.0,Phase II,Prostanoid receptors,GPCR;Rhodopsin,not established,vidupiprant,Q13258
2387,0,Class A (Rhodopsin),small molecule,fevipiprant,pd2r2_human,GPR44,-,-,ASH_Sep2016_308,Anti-Asthmatic,Lipid ,2.0,Phase II,Prostanoid receptors,GPCR;Rhodopsin,not established,fevipiprant,Q9Y5Y4
2388,0,Class A (Rhodopsin),small molecule,setipiprant,pd2r2_human,GPR44,-,-,ASH_Sep2016_309,seasonal allergic rhinitis,Lipid ,3.0,Phase III,Prostanoid receptors,GPCR;Rhodopsin,not established,setipiprant,Q9Y5Y4
2389,0,Class A (Rhodopsin),small molecule,vidupiprant,pd2r2_human,GPR44,-,-,ASH_Sep2016_310,Anti-Asthmatic,Lipid ,2.0,Phase II,Prostanoid receptors,GPCR;Rhodopsin,not established,vidupiprant,Q9Y5Y4
2390,0,Class A (Rhodopsin),small molecule,azd1981,pd2r2_human,GPR44,-,-,ASH_Sep2016_311,Anti-Asthmatic,Lipid ,2.0,Phase II,Prostanoid receptors,GPCR;Rhodopsin,not established,azd1981,Q9Y5Y4
2391,0,Class A (Rhodopsin),peptide,"ac-100,dentonin",pe2r1_human,PTGER1,-,-,29,dental ossificant,Lipid ,,in trial,Prostanoid receptors,GPCR;Rhodopsin,established,"ac-100,dentonin",P34995
2392,0,Class A (Rhodopsin),peptide,"ac-100,dentonin",pe2r2_human,PTGER2,-,-,29,periodontal ossificant,Lipid ,,in trial,Prostanoid receptors,GPCR;Rhodopsin,established,"ac-100,dentonin",P43116
2393,1988,Class A (Rhodopsin),small molecule,misoprostol,pe2r3_human,PTGER3,1988,1988,ASH_Sep2016_312,hemorrhage,Lipid ,4.0,approved,Prostanoid receptors,GPCR;Rhodopsin,established,misoprostol,P43115
2394,0,Class A (Rhodopsin),peptide,"ac-100,dentonin",pe2r4_human,PTGER4,-,-,29,periodontal ossificant,Lipid ,,in trial,Prostanoid receptors,GPCR;Rhodopsin,established,"ac-100,dentonin",P35408
2395,0,Class A (Rhodopsin),small molecule,latanoprostene bunod,pf2r_human,PTGFR,-,-,ASH_Sep2016_313,increased intraocular pressure,Lipid ,3.0,Phase III,Prostanoid receptors,GPCR;Rhodopsin,established,latanoprostene bunod,P43088
2396,0,Class A (Rhodopsin),small molecule,ralinepag,pi2r_human,PTGIR,-,-,ASH_Sep2016_314,Antihypertensive,Lipid ,2.0,Phase II,Prostanoid receptors,GPCR;Rhodopsin,established,ralinepag,P43119
2397,0,Class A (Rhodopsin),small molecule,"boxaban, hepatoren, vasculan, ifetroban",ta2r_human,TBXA2R,-,-,MMAjun2016_0011,Treatment of asystemic scleroderma; hepatorenal syndrome; asthma,Lipid ,,in trial,Prostanoid receptors,GPCR;Rhodopsin,established,"boxaban, hepatoren, vasculan, ifetroban",P21731
2398,2009,Class A (Rhodopsin),small molecule,agomelatine,mtr1a_human,MTNR1A,2009,-,87,Anti-depressant,Melatonin ,,approved,Melatonin,GPCR;Rhodopsin,established,"agomelatine, ago178c, s-20098,valdoxan, thymanax",P48039
2399,2009,Class A (Rhodopsin),small molecule,agomelatine,mtr1b_human,MTNR1B,2009,-,86,Anti-depressant,Melatonin ,,approved,Melatonin,GPCR;Rhodopsin,established,"agomelatine , ago178c, s-20098,valdoxan, thymanax",P49286
2400,1989,Class A (Rhodopsin),small molecule,adenosine,aa1r_human,ADORA1,1989,1989,2267,Analgesics,Nucleotide ,,approved,Adenosine receptors,GPCR;Rhodopsin,established,"adenogesic, adenosine (intravenous)",P30542
2401,0,Class A (Rhodopsin),small molecule,apadenoson,aa2ar_human,ADORA2A,-,-,ASH_Sep2016_315,atrial fibrillation,Nucleotide ,3.0,Phase III,Adenosine receptors,GPCR;Rhodopsin,established,apadenoson,P29274
2402,1984,Class A (Rhodopsin),small molecule,pentoxifylline,aa2br_human,ADORA2B,1984,1984,ASH_Sep2016_316,irritable bowel syndrome,Nucleotide ,4.0,approved,Adenosine receptors,GPCR;Rhodopsin,established,pentoxifylline,P29275
2403,1999,Class A (Rhodopsin),small molecule,caffeine,aa2br_human,ADORA2B,1999,-,ASH_Sep2016_317,coronary artery disease,Nucleotide ,4.0,approved,Adenosine receptors,GPCR;Rhodopsin,established,caffeine,P29275
2404,1976,Class A (Rhodopsin),small molecule,theophylline,aa3r_human,ADORA3,1976,-,ASH_Sep2016_318,Anti-Asthmatic,Nucleotide ,4.0,approved,Adenosine receptors,GPCR;Rhodopsin,established,theophylline,P0DMS8
2405,1999,Class A (Rhodopsin),small molecule,caffeine,aa3r_human,ADORA3,1999,-,ASH_Sep2016_319,atherosclerosis,Nucleotide ,4.0,approved,Adenosine receptors,GPCR;Rhodopsin,established,caffeine,P0DMS8
2406,0,Class A (Rhodopsin),small molecule,cf101,aa3r_human,ADORA3,-,-,ASH_Sep2016_320,keratoconjunctivitis sicca,Nucleotide ,3.0,Phase III,Adenosine receptors,GPCR;Rhodopsin,established,cf101,P0DMS8
2407,0,Class A (Rhodopsin),small molecule,mc-1,p2ry1_human,P2RY1,-,-,1227,cardioprotectant,Nucleotide ,,in trial,P2Y receptors,GPCR;Rhodopsin,not established,mc-4232,P47900
2408,0,Class A (Rhodopsin),small molecule,denufosol,p2ry2_human,P2RY2,-,-,614,cystic fibrosis,Nucleotide ,,in trial,P2Y receptors,GPCR;Rhodopsin,not established,"denufosol tetrasodium, ins37217 respiratory",P41231
2409,0,Class A (Rhodopsin),small molecule,mc-1,p2ry4_human,P2RY4,-,-,1227,cardioprotectant,Nucleotide ,,in trial,P2Y receptors,GPCR;Rhodopsin,not established,mc-4232,P51582
2410,0,Class A (Rhodopsin),small molecule,gc021109,p2ry6_human,P2RY6,-,-,MMAfeb2016_0055,Alzheimer's disease,Nucleotide ,,in trial,P2Y receptors,GPCR;Rhodopsin,not established,gc021109,Q15077
